#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 02 09 23 300  7.2  9.3  0.40  3.00 99.00 999 1009.0   8.3   7.8   5.9 99.0 99.00
2007 01 02 09 45 300  8.2 10.3 99.00 99.00 99.00 999 1008.9   8.3   7.8   5.5 99.0 99.00
2007 01 02 10 00 300  9.8 12.4 99.00 99.00 99.00 999 1009.1   8.5   7.8   4.8 99.0 99.00
2007 01 02 10 15 300  8.8 10.8 99.00 99.00 99.00 999 1009.5   8.4   7.8   4.8 99.0 99.00
2007 01 02 10 23 300  9.3 11.8  0.50  3.00 99.00 999 1009.9   8.3   7.8   4.6 99.0 99.00
2007 01 02 10 45 300  9.8 12.9 99.00 99.00 99.00 999 1010.4   8.3   7.8   4.4 99.0 99.00
2007 01 02 11 00 300  9.8 12.9 99.00 99.00 99.00 999 1010.6   8.2   7.8   4.0 99.0 99.00
2007 01 02 11 15 300  9.8 11.8 99.00 99.00 99.00 999 1010.9   8.1   7.8   3.8 99.0 99.00
2007 01 02 11 23 310  9.3 11.3  0.80  4.00 99.00 999 1011.2   7.9   7.8   3.7 99.0 99.00
2007 01 02 11 45 310  9.3 11.8 99.00 99.00 99.00 999 1011.5   7.9   7.8   3.6 99.0 99.00
2007 01 02 12 00 310  9.8 12.9 99.00 99.00 99.00 999 1011.8   7.8   7.8   3.7 99.0 99.00
2007 01 02 12 15 310 10.3 12.9 99.00 99.00 99.00 999 1012.2   7.8   7.8   3.4 99.0 99.00
2007 01 02 12 23 310 10.3 12.9  0.90  5.00 99.00 999 1012.8   7.7   7.8   3.2 99.0 99.00
2007 01 02 12 45 320 11.3 14.9 99.00 99.00 99.00 999 1013.2   7.7   7.8   3.0 99.0 99.00
2007 01 02 13 00 320 11.3 14.4 99.00 99.00 99.00 999 1013.6   7.6   7.8   2.5 99.0 99.00
2007 01 02 13 15 320 11.3 13.9 99.00 99.00 99.00 999 1014.2   7.4   7.8   2.1 99.0 99.00
2007 01 02 13 23 330 11.8 14.9  1.00  5.00 99.00 999 1014.7   7.3   7.8   0.9 99.0 99.00
2007 01 02 13 45 330 11.3 16.5 99.00 99.00 99.00 999 1014.9   7.2   7.8   0.3 99.0 99.00
2007 01 02 14 00 320 11.3 16.0 99.00 99.00 99.00 999 1015.3   7.2   7.8  -0.2 99.0 99.00
2007 01 02 14 15 330 12.4 18.0 99.00 99.00 99.00 999 1015.8   7.0   7.8  -0.6 99.0 99.00
2007 01 02 14 23 330 12.4 16.0  1.10  5.00 99.00 999 1016.4   6.8   7.8  -0.2 99.0 99.00
2007 01 02 14 45 320 11.8 14.9 99.00 99.00 99.00 999 1016.7   6.6   7.8   0.0 99.0 99.00
2007 01 02 15 00 330 10.8 14.4 99.00 99.00 99.00 999 1017.1   6.5   7.8  -0.1 99.0 99.00
2007 01 02 15 15 330 11.8 16.5 99.00 99.00 99.00 999 1017.2   6.6   7.8  -0.7 99.0 99.00
2007 01 02 15 23 330 11.3 16.0  1.10  5.00 99.00 999 1017.6   6.6   7.9  -0.8 99.0 99.00
2007 01 02 15 45 330  9.8 12.9 99.00 99.00 99.00 999 1018.0   6.7   7.9  -1.1 99.0 99.00
2007 01 02 16 00 340  9.3 12.4 99.00 99.00 99.00 999 1018.3   6.9   7.9  -1.0 99.0 99.00
2007 01 02 16 15 340  9.8 11.8 99.00 99.00 99.00 999 1018.3   6.9   7.8  -1.9 99.0 99.00
2007 01 02 16 23 340  9.3 11.8  1.10  4.00 99.00 999 1018.4   6.9   7.9  -2.2 99.0 99.00
2007 01 02 16 45 330  9.3 11.8 99.00 99.00 99.00 999 1018.4   7.1   7.9  -2.4 99.0 99.00
2007 01 02 17 00 330  9.8 14.4 99.00 99.00 99.00 999 1018.4   7.2   7.9  -2.5 99.0 99.00
2007 01 02 17 15 330 10.8 13.9 99.00 99.00 99.00 999 1018.4   7.3   7.8  -2.2 99.0 99.00
2007 01 02 17 23 330 11.8 14.9  1.10  4.00 99.00 999 1018.4   7.5   7.8  -3.0 99.0 99.00
2007 01 02 17 45 330 10.3 13.9 99.00 99.00 99.00 999 1018.5   7.7   7.9  -3.1 99.0 99.00
2007 01 02 18 00 330 10.3 12.9 99.00 99.00 99.00 999 1018.6   7.8   7.8  -2.3 99.0 99.00
2007 01 02 18 15 340  9.8 12.4 99.00 99.00 99.00 999 1018.6   8.0   7.8  -2.3 99.0 99.00
2007 01 02 18 23 330  9.3 12.4  1.00  3.00 99.00 999 1018.8   8.1   7.9  -2.1 99.0 99.00
2007 01 02 18 45 310  8.8 11.3 99.00 99.00 99.00 999 1019.1   7.9   7.9  -1.2 99.0 99.00
2007 01 02 19 00 310  8.8 11.3 99.00 99.00 99.00 999 1019.4   8.1   7.9  -1.1 99.0 99.00
2007 01 02 19 15 310  9.3 11.3 99.00 99.00 99.00 999 1019.7   8.2   7.8  -1.2 99.0 99.00
2007 01 02 19 23 310  9.8 11.8  0.90  4.00 99.00 999 1020.1   8.2   7.8  -1.4 99.0 99.00
2007 01 02 19 45 310  9.8 12.4 99.00 99.00 99.00 999 1020.3   8.3   7.8  -1.5 99.0 99.00
2007 01 02 20 00 310  9.8 11.8 99.00 99.00 99.00 999 1020.6   8.4   7.8  -1.3 99.0 99.00
2007 01 02 20 15 310  9.8 12.4 99.00 99.00 99.00 999 1020.8   8.4   7.8  -1.3 99.0 99.00
2007 01 02 20 23 320 10.3 13.4  0.90  4.00 99.00 999 1021.2   8.4   7.8  -1.2 99.0 99.00
2007 01 02 20 45 320 10.3 12.4 99.00 99.00 99.00 999 1021.5   8.4   7.8  -1.5 99.0 99.00
2007 01 02 21 00 320  9.8 12.4 99.00 99.00 99.00 999 1021.9   8.4   7.8  -1.5 99.0 99.00
2007 01 02 21 15 320  8.8 11.3 99.00 99.00 99.00 999 1022.3   8.4   7.8  -0.8 99.0 99.00
2007 01 02 21 23 320  9.3 11.8  0.90  4.00 99.00 999 1022.6   8.3   7.8  -1.1 99.0 99.00
2007 01 02 21 45 320  9.3 12.4 99.00 99.00 99.00 999 1023.0   8.1   7.8  -1.2 99.0 99.00
2007 01 02 22 00 320  9.3 11.8 99.00 99.00 99.00 999 1023.3   8.0   7.8  -1.4 99.0 99.00
2007 01 02 22 15 330  8.8 10.8 99.00 99.00 99.00 999 1023.5   7.9   7.8  -1.7 99.0 99.00
2007 01 02 22 23 320  8.2 10.3  0.90  4.00 99.00 999 1023.7   7.8   7.8  -1.6 99.0 99.00
2007 01 02 22 45 320  7.2  9.3 99.00 99.00 99.00 999 1023.9   7.8   7.8  -0.9 99.0 99.00
2007 01 02 23 00 320  7.2  8.8 99.00 99.00 99.00 999 1024.2   7.7   7.8  -1.3 99.0 99.00
2007 01 02 23 15 320  7.2  9.8 99.00 99.00 99.00 999 1024.4   7.6   7.8  -1.1 99.0 99.00
2007 01 02 23 23 310  7.2  9.3  0.70  4.00 99.00 999 1024.8   7.5   7.8  -0.6 99.0 99.00
2007 01 02 23 45 310  7.7 10.3 99.00 99.00 99.00 999 1024.9   7.3   7.8  -0.7 99.0 99.00
2007 01 03 00 00 310  8.2 10.3 99.00 99.00 99.00 999 1025.0   7.2   7.8  -0.8 99.0 99.00
2007 01 03 00 15 300  7.7  9.8 99.00 99.00 99.00 999 1025.4   7.0   7.8  -0.4 99.0 99.00
2007 01 03 00 23 300  7.7  9.3  0.80  5.00 99.00 999 1025.6   6.9   7.8  -0.7 99.0 99.00
2007 01 03 00 45 300  7.2  9.3 99.00 99.00 99.00 999 1025.9   6.9   7.8  -0.9 99.0 99.00
2007 01 03 01 00 300  7.7  9.8 99.00 99.00 99.00 999 1025.9   6.8   7.8  -1.2 99.0 99.00
2007 01 03 01 15 300  7.7  8.8 99.00 99.00 99.00 999 1026.0   6.8   7.8  -1.0 99.0 99.00
2007 01 03 01 23 300  7.2  8.8  0.90  5.00 99.00 999 1026.4   6.7   7.8  -1.5 99.0 99.00
2007 01 03 01 45 320  7.7  9.8 99.00 99.00 99.00 999 1026.6   6.7   7.8  -1.3 99.0 99.00
2007 01 03 02 00 310  8.2  9.8 99.00 99.00 99.00 999 1026.6   6.6   7.8  -1.2 99.0 99.00
2007 01 03 02 15 310  7.7  9.3 99.00 99.00 99.00 999 1026.7   6.6   7.8  -1.1 99.0 99.00
2007 01 03 02 23 310  7.7  9.3  0.80  4.00 99.00 999 1026.8   6.6   7.8  -1.2 99.0 99.00
2007 01 03 02 45 310  7.2  8.8 99.00 99.00 99.00 999 1027.1   6.6   7.8  -0.8 99.0 99.00
2007 01 03 03 00 300  7.7  9.8 99.00 99.00 99.00 999 1027.2   6.6   7.8  -1.0 99.0 99.00
2007 01 03 03 15 300  7.7  9.3 99.00 99.00 99.00 999 1027.2   6.6   7.8  -0.9 99.0 99.00
2007 01 03 03 23 310  7.7  9.8  0.90  4.00 99.00 999 1027.4   6.6   7.8  -0.8 99.0 99.00
2007 01 03 03 45 300  7.7  9.3 99.00 99.00 99.00 999 1027.5   6.6   7.8  -0.9 99.0 99.00
2007 01 03 04 00 300  7.2  8.8 99.00 99.00 99.00 999 1027.6   6.5   7.8  -0.8 99.0 99.00
2007 01 03 04 15 310  6.7  7.7 99.00 99.00 99.00 999 1027.7   6.5   7.8  -0.8 99.0 99.00
2007 01 03 04 23 300  6.7  8.2  0.70  4.00 99.00 999 1027.7   6.5   7.8  -1.0 99.0 99.00
2007 01 03 04 45 300  6.7  8.2 99.00 99.00 99.00 999 1027.6   6.5   7.8  -1.0 99.0 99.00
2007 01 03 05 00 300  6.2  8.2 99.00 99.00 99.00 999 1027.7   6.5   7.8  -1.0 99.0 99.00
2007 01 03 05 15 300  6.2  7.7 99.00 99.00 99.00 999 1027.8   6.5   7.8  -0.9 99.0 99.00
