YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 01 08 08 00 187  0.1  0.5 99.00 99.00 99.00 999 1027.3   1.8 999.0 999.0 99.0 99.00
2005 01 08 09 00 179  1.9  2.3 99.00 99.00 99.00 999 1027.1   2.3 999.0 999.0 99.0 99.00
2005 01 08 10 00 171  0.4  0.7 99.00 99.00 99.00 999 1026.4   2.6 999.0 999.0 99.0 99.00
2005 01 08 11 00 192  2.8  3.2 99.00 99.00 99.00 999 1026.3   3.0 999.0 999.0 99.0 99.00
2005 01 08 12 00 180  2.6  3.2 99.00 99.00 99.00 999 1026.1   3.1 999.0 999.0 99.0 99.00
2005 01 08 13 00 134  3.2  3.4 99.00 99.00 99.00 999 1025.1   3.1 999.0 999.0 99.0 99.00
2005 01 08 14 00  95  4.6  5.3 99.00 99.00 99.00 999 1024.9   3.0 999.0 999.0 99.0 99.00
2005 01 08 15 00 162  5.8  6.2 99.00 99.00 99.00 999 1024.8   3.6 999.0 999.0 99.0 99.00
2005 01 08 16 00 126  8.0  8.6 99.00 99.00 99.00 999 1022.0   3.6 999.0 999.0 99.0 99.00
2005 01 08 17 00 117  6.1  6.5 99.00 99.00 99.00 999 1020.8   4.2 999.0 999.0 99.0 99.00
2005 01 08 18 00  86  5.9  6.6 99.00 99.00 99.00 999 1019.5   4.0 999.0 999.0 99.0 99.00
2005 01 08 19 00  54  8.6  9.3 99.00 99.00 99.00 999 1017.3   3.5 999.0 999.0 99.0 99.00
2005 01 08 20 00  36 10.1 11.4 99.00 99.00 99.00 999 1016.1   3.4 999.0 999.0 99.0 99.00
2005 01 08 21 00  19 10.6 12.0 99.00 99.00 99.00 999 1015.4   3.1 999.0 999.0 99.0 99.00
2005 01 08 22 00  30 12.4 13.2 99.00 99.00 99.00 999 1014.6   3.2 999.0 999.0 99.0 99.00
2005 01 08 23 00  28  9.9 10.7 99.00 99.00 99.00 999 1015.2   2.9 999.0 999.0 99.0 99.00
2005 01 09 00 00 337  9.7 10.5 99.00 99.00 99.00 999 1017.8   2.9 999.0 999.0 99.0 99.00
2005 01 09 01 00 344 11.0 11.9 99.00 99.00 99.00 999 1018.5   2.3 999.0 999.0 99.0 99.00
2005 01 09 02 00 352 10.5 11.9 99.00 99.00 99.00 999 1019.6   1.3 999.0 999.0 99.0 99.00
2005 01 09 03 00 345  8.1  8.8 99.00 99.00 99.00 999 1021.5   0.9 999.0 999.0 99.0 99.00
2005 01 09 04 00 358  9.0 11.1 99.00 99.00 99.00 999 1022.5   0.3 999.0 999.0 99.0 99.00
2005 01 09 05 00 351  7.3  7.9 99.00 99.00 99.00 999 1023.4  -0.1 999.0 999.0 99.0 99.00
2005 01 09 06 00 359  8.5 10.0 99.00 99.00 99.00 999 1023.3   0.0 999.0 999.0 99.0 99.00
2005 01 09 07 00 357  8.5 10.5 99.00 99.00 99.00 999 1025.1  -0.4 999.0 999.0 99.0 99.00
2005 01 09 08 00 355  8.3  9.6 99.00 99.00 99.00 999 1025.7  -0.5 999.0 999.0 99.0 99.00
2005 01 09 09 00 353  8.0  9.1 99.00 99.00 99.00 999 1025.8  -0.4 999.0 999.0 99.0 99.00
2005 01 09 10 00 359  6.7  8.2 99.00 99.00 99.00 999 1026.1  -0.1 999.0 999.0 99.0 99.00
2005 01 09 11 00 330  6.9  7.6 99.00 99.00 99.00 999 1028.3  -0.3 999.0 999.0 99.0 99.00
2005 01 09 12 00 346  6.7  7.6 99.00 99.00 99.00 999 1029.0  -0.4 999.0 999.0 99.0 99.00
2005 01 09 13 00 342  6.8  7.8 99.00 99.00 99.00 999 1029.9  -0.3 999.0 999.0 99.0 99.00
2005 01 09 14 00 351  7.4  8.0 99.00 99.00 99.00 999 1030.4  -0.2 999.0 999.0 99.0 99.00
2005 01 09 15 00 357  6.4  6.9 99.00 99.00 99.00 999 1030.3  -0.2 999.0 999.0 99.0 99.00
2005 01 09 16 00   1  6.6  7.2 99.00 99.00 99.00 999 1029.9   0.4 999.0 999.0 99.0 99.00
2005 01 09 17 00   4  6.5  7.1 99.00 99.00 99.00 999 1029.3   0.8 999.0 999.0 99.0 99.00
2005 01 09 18 00   4  6.8  7.2 99.00 99.00 99.00 999 1028.5   1.0 999.0 999.0 99.0 99.00
2005 01 09 19 00   8  5.6  6.2 99.00 99.00 99.00 999 1028.7   1.5 999.0 999.0 99.0 99.00
2005 01 09 20 00  18  4.8  5.6 99.00 99.00 99.00 999 1028.8   1.6 999.0 999.0 99.0 99.00
2005 01 09 21 00  29  4.9  5.5 99.00 99.00 99.00 999 1028.7   1.5 999.0 999.0 99.0 99.00
2005 01 09 22 00  44  4.0  4.4 99.00 99.00 99.00 999 1028.6   1.6 999.0 999.0 99.0 99.00
2005 01 09 23 00  58  3.7  4.5 99.00 99.00 99.00 999 1028.7   1.9 999.0 999.0 99.0 99.00
2005 01 10 00 00  63  5.7  6.2 99.00 99.00 99.00 999 1028.0   1.9 999.0 999.0 99.0 99.00
2005 01 10 01 00  66  4.0  4.5 99.00 99.00 99.00 999 1027.6   1.9 999.0 999.0 99.0 99.00
2005 01 10 02 00  59  2.5  3.0 99.00 99.00 99.00 999 1027.4   2.0 999.0 999.0 99.0 99.00
2005 01 10 03 00 104  3.4  4.2 99.00 99.00 99.00 999 1026.7   2.0 999.0 999.0 99.0 99.00
2005 01 10 04 00  86  3.4  4.2 99.00 99.00 99.00 999 1025.9   2.2 999.0 999.0 99.0 99.00
2005 01 10 05 00  26  1.3  2.5 99.00 99.00 99.00 999 1024.7   2.2 999.0 999.0 99.0 99.00
2005 01 10 06 00 298  0.8  1.0 99.00 99.00 99.00 999 1024.2   2.6 999.0 999.0 99.0 99.00
2005 01 10 07 00 327  3.3  3.6 99.00 99.00 99.00 999 1023.7   1.3 999.0 999.0 99.0 99.00
2005 01 10 08 00 312  3.4  3.9 99.00 99.00 99.00 999 1023.0   1.1 999.0 999.0 99.0 99.00
2005 01 10 09 00 276  1.8  2.2 99.00 99.00 99.00 999 1021.9   1.2 999.0 999.0 99.0 99.00
2005 01 10 10 00 212  4.9  5.3 99.00 99.00 99.00 999 1020.8   2.0 999.0 999.0 99.0 99.00
